Strand	Length	PID	Gene	Synonym	Code	COG	Product	Pos_Start	Pos_End	Predicted_Operon
-	199	384436885	sll1866	SYNGTS_1656	-	-	hypothetical protein	1819055	1819654	OR1
-	249	384436886	sll1390	SYNGTS_1657	-	-	hypothetical protein	1819706	1820455	OR1
-	70	384436887	ssl2717	SYNGTS_1658	-	-	hypothetical protein	1820641	1820853	OR1
-	188	384436888	sll1389	SYNGTS_1659	-	-	hypothetical protein	1820871	1821437	OR1
-	154	384436889	sll1388	SYNGTS_1660	-	-	hypothetical protein	1821483	1821947	OR1
+	38	384436890	petG	SYNGTS_1661	-	-	PetG subunit of the cytochrome b6f complex	1822387	1822503	OF566
-	254	384436891	sll1387	SYNGTS_1662	-	-	hypothetical protein	1822785	1823549	OR1
-	171	384436892	sll1386	SYNGTS_1663	-	-	hypothetical protein	1823770	1824285	OR1
+	208	384436893	slr1467	SYNGTS_1664	-	-	precorrin isomerase	1824417	1825043	OF567
+	149	384436894	slr1468	SYNGTS_1665	-	-	hypothetical protein	1825076	1825525	OF567
+	45	384436895	rpl34	SYNGTS_1666	-	-	50S ribosomal protein L34	1825581	1825718	OF567
+	124	384436896	rnpA	SYNGTS_1667	-	-	protein subunit of ribonuclease P	1825728	1826102	OF567
+	131	384436897	slr1470	SYNGTS_1668	-	-	hypothetical protein	1826074	1826469	OF567
+	384	384436898	slr1471	SYNGTS_1669	-	-	inner membrane protein	1826570	1827724	OF567
+	164	384436899	slr1472	SYNGTS_1670	-	-	hypothetical protein	1827814	1828308	OF568
-	314	384436900	sll1384	SYNGTS_1671	-	-	hypothetical protein	1828370	1829314	OR1
-	287	384436901	suhB	SYNGTS_1672	-	-	myo-inositol-1-monophosphatase	1829445	1830308	OR1
-	122	384436902	petF	SYNGTS_1673	-	-	ferredoxin	1830378	1830746	OR1
+	269	384436903	slr1474	SYNGTS_1674	-	-	hypothetical protein	1831177	1831986	OF569
-	137	384436904	sll1381	SYNGTS_1675	-	-	hypothetical protein	1831993	1832406	OR1
-	214	384436905	sll1380	SYNGTS_1676	-	-	hypothetical protein	1832472	1833116	OR1
+	331	384436906	pyrB	SYNGTS_1677	-	-	aspartate carbamoyltransferase	1833325	1834320	OF570
-	300	384436907	sll1378	SYNGTS_1678	-	-	hypothetical protein	1834564	1835466	OR1
-	479	384436908	mgdA	SYNGTS_1679	-	-	UDPglucose:diacylglycerol glucosyltransferase	1835508	1836947	OR1
+	317	384436909	slr1478	SYNGTS_1680	-	-	hypothetical protein	1837116	1838069	OF571
-	410	384436910	sll1376	SYNGTS_1681	-	-	hypothetical protein	1838076	1839308	OR1
-	544	384436911	melB	SYNGTS_1682	-	-	melibiose carrier protein	1839873	1841507	OR1
-	183	384436912	sll1373	SYNGTS_1683	-	-	hypothetical protein	1841800	1842351	OR1
-	275	384436913	sll1372	SYNGTS_1684	-	-	hypothetical protein	1842427	1843254	OR1
-	232	384436914	sll1371	SYNGTS_1685	-	-	catabolite gene activator protein	1843385	1844083	OR1
-	356	384436915	rfbM	SYNGTS_1686	-	-	GDP-mannose pyrophosphorylase	1844612	1845682	OR1
-	430	384436916	sll1369	SYNGTS_1687	-	-	hypothetical protein	1845766	1847058	OR1
-	133	384436917	petC	SYNGTS_1688	-	-	cytochrome b6/f complex iron-sulfur subunit	1847118	1847519	OR1
-	583	384436918	hlyD	SYNGTS_1689	-	-	hemolysin secretion protein	1847616	1849367	OR1
-	1011	384436919	hlyB	SYNGTS_1690	-	-	toxin secretion ABC transporter ATP-binding protein	1849524	1852559	OR1
+	626	384436920	rpoC1	SYNGTS_1691	-	-	RNA polymerase gamma-subunit	1852919	1854799	OF572
-	615	384436921	sll1178	SYNGTS_1692	-	-	nodulation protein	1854887	1856734	OR1
+	185	384436922	slr1266	SYNGTS_1693	-	-	hypothetical protein	1856864	1857421	OF573
+	393	384436923	mrdB	SYNGTS_1694	-	-	rod-shape-determining protein	1857426	1858607	OF573
+	518	384436924	ggt	SYNGTS_1695	-	-	gamma-glutamyltranspeptidase	1858633	1860189	OF573
+	526	384436925	slr1270	SYNGTS_1696	-	-	hypothetical protein	1860286	1861866	OF573
+	246	384436926	rffM	SYNGTS_1697	-	-	UDP-N-acetyl-D-mannosaminuronic acid transferase	1862064	1862804	OF574
+	254	384436927	slr1272	SYNGTS_1698	-	-	hypothetical protein	1863056	1863820	OF575
+	146	384436928	slr1273	SYNGTS_1699	-	-	hypothetical protein	1863850	1864290	OF575
+	367	384436929	pilM	SYNGTS_1700	-	-	membrane protein	1864475	1865578	OF575
+	284	384436930	slr1275	SYNGTS_1701	-	-	hypothetical protein	1865660	1866514	OF576
+	275	384436931	slr1276	SYNGTS_1702	-	-	hypothetical protein	1866554	1867381	OF576
+	785	384436932	gspD	SYNGTS_1703	-	-	general secretion pathway protein D	1867462	1869819	OF576
-	274	384436933	sll1174	SYNGTS_1704	-	-	hypothetical protein	1869828	1870652	OR1
-	244	384436934	sll1173	SYNGTS_1705	-	-	hypothetical protein	1870672	1871406	OR1
+	330	384436935	slr1278	SYNGTS_1706	-	-	hypothetical protein	1871473	1872465	OF577
-	382	384436936	thrC	SYNGTS_1707	-	-	threonine synthase	1872515	1873663	OR1
+	120	384436937	ndhC	SYNGTS_1708	-	-	NADH dehydrogenase subunit 3	1873946	1874308	OF578
+	248	384436938	ndhK	SYNGTS_1709	-	-	NADH dehydrogenase subunit	1874380	1875126	OF579
+	179	384436939	ndhJ	SYNGTS_1710	-	-	NADH dehydrogenase subunit I	1875119	1875658	OF579
+	119	384436940	slr1282	SYNGTS_1711	-	-	transposase	1876025	1876384	OF579
+	157	384436941	slr1283	SYNGTS_1712	-	-	transposase	1876399	1876872	OF579
-	527	384436942	sll1170	SYNGTS_1713	-	-	hypothetical protein	1876916	1878499	OR1
-	238	384436943	sll1169	SYNGTS_1714	-	-	hypothetical protein	1878800	1879516	OR1
+	464	384436944	slr1285	SYNGTS_1715	-	-	sensory transduction histidine kinase Hik34	1880734	1882128	OF579
-	414	384436945	pbp	SYNGTS_1716	-	-	penicillin-binding protein 4	1882146	1883390	OR1
+	62	384436946	ssr2130	SYNGTS_1717	-	-	hypothetical protein	1883556	1883744	OF580
+	336	384436947	slr1287	SYNGTS_1718	-	-	hypothetical protein	1883953	1884963	OF581
+	194	384436948	slr1288	SYNGTS_1719	-	-	hypothetical protein	1884970	1885554	OF581
-	367	384436949	sll1166	SYNGTS_1720	-	-	hypothetical protein	1885976	1887079	OR1
-	126	384436950	sll1447	SYNGTS_1721	-	-	hypothetical protein	1887215	1887595	OR1
-	320	384436951	sll1446	SYNGTS_1722	-	-	hypothetical protein	1887595	1888557	OR1
-	200	384436952	leuD	SYNGTS_1723	-	-	3-isopropylmalate dehydratase	1888689	1889291	OR1
-	552	384436953	pyrG	SYNGTS_1724	-	-	CTP synthetase	1889278	1890936	OR1
-	115	384436954	sll1442	SYNGTS_1725	-	-	hypothetical protein	1891295	1891642	OR1
+	835	384436955	slr1529	SYNGTS_1726	-	-	nitrogen assimilation regulatory protein NtrX	1891735	1894242	OF581
-	359	384436956	desB	SYNGTS_1727	-	-	delta 15 desaturase	1894337	1895416	OR1
-	214	384436957	pdxH	SYNGTS_1728	-	-	pyridoxamine 5'-phosphate oxidase	1895686	1896330	OR1
+	280	384436958	slr1530	SYNGTS_1729	-	-	hypothetical protein	1896387	1897229	OF582
-	267	384436959	sll1439	SYNGTS_1730	-	-	hypothetical protein	1897254	1898057	OR1
+	482	384436960	ffh	SYNGTS_1731	-	-	signal recognition particle protein	1898517	1899965	OF583
-	164	384436961	sll1437	SYNGTS_1732	-	-	transposase	1900202	1900696	OR1
-	119	384436962	sll1436	SYNGTS_1733	-	-	transposase	1900690	1901049	OR1
-	495	384436963	pet112	SYNGTS_1734	-	-	glutamyl-tRNA(Gln) amidotransferase subunit B	1901254	1902741	OR1
-	650	384436964	mrcA	SYNGTS_1735	-	-	penicillin-binding protein 1B	1902842	1904794	OR1
-	524	384436965	sll1433	SYNGTS_1736	-	-	hypothetical protein	1904987	1906561	OR1
-	285	384436966	hypB	SYNGTS_1737	-	-	hydrogenase isoenzymes formation protein HypB	1906581	1907438	OR1
+	115	384436967	slr1533	SYNGTS_1738	-	-	hypothetical protein	1907621	1907968	OF584
+	301	384436968	slr1534	SYNGTS_1739	-	-	hypothetical protein	1908007	1908912	OF584
+	331	384436969	slr1152	SYNGTS_1740	-	-	hypothetical protein	1909316	1910311	OF584
-	71	384436970	ssl2162	SYNGTS_1741	-	-	hypothetical protein	1910387	1910602	OR1
-	286	384436971	glnH	SYNGTS_1742	-	-	glutamine-binding protein	1910713	1911573	OR1
-	445	384436972	sll1103	SYNGTS_1743	-	-	hypothetical protein	1911593	1912930	OR1
-	179	384436973	sll1102	SYNGTS_1744	-	-	hypothetical protein	1912930	1913469	OR1
-	105	384436974	rps10	SYNGTS_1745	-	-	30S ribosomal protein S10	1913635	1913952	OR1
-	399	384436975	tufA	SYNGTS_1746	-	-	protein synthesis elongation factor Tu	1914091	1915290	OR1
-	691	384436976	fus	SYNGTS_1747	-	-	elongation factor EF-G	1915350	1917425	OR1
-	156	384436977	rps7	SYNGTS_1748	-	-	30S ribosomal protein S7	1917632	1918102	OR1
-	126	384436978	rps12	SYNGTS_1749	-	-	30S ribosomal protein S12	1918253	1918633	OR1
-	211	384436979	sll1095	SYNGTS_1750	-	-	hypothetical protein	1918730	1919365	OR1
+	419	384436980	purD	SYNGTS_1751	-	-	glycinamide ribonucleotide synthetase	1919477	1920736	OF585
+	204	384436981	slr1160	SYNGTS_1752	-	-	hypothetical protein	1920941	1921555	OF586
-	98	384436982	rpiB	SYNGTS_1753	-	-	ribose phosphate isomerase B	1921608	1921904	OR1
-	100	384436983	sll1094	SYNGTS_1754	-	-	transposase	1921987	1922289	OR1
+	199	384436984	slr1161	SYNGTS_1755	-	-	hypothetical protein	1923068	1923667	OF587
+	314	384436985	slr1162	SYNGTS_1756	-	-	hypothetical protein	1923816	1924760	OF588
+	556	384436986	slr1163	SYNGTS_1757	-	-	hypothetical protein	1924847	1926517	OF589
-	98	384436987	ssl2148	SYNGTS_1758	-	-	hypothetical protein	1926542	1926838	OR1
+	767	384436988	nrdA	SYNGTS_1759	-	-	ribonucleotide reductase subunit alpha	1927140	1929443	OF590
+	390	384436989	met3	SYNGTS_1760	-	-	sulfate adenylyltransferase SAT/SopT	1929956	1931128	OF591
+	354	384436990	slr1166	SYNGTS_1761	-	-	hypothetical protein	1931171	1932235	OF591
-	128	384436991	sll1092	SYNGTS_1762	-	-	hypothetical protein	1932285	1932671	OR1
-	68	384436992	ssl2138	SYNGTS_1763	-	-	hypothetical protein	1932671	1932877	OR1
-	407	384436993	chlP	SYNGTS_1764	-	-	geranylgeranyl reductase	1933124	1934347	OR1
+	385	384436994	gldA	SYNGTS_1765	-	-	glycerol dehydrogenase	1934729	1935886	OF591
+	103	384436995	slr1168	SYNGTS_1766	-	-	hypothetical protein	1935903	1936214	OF591
+	278	384436996	slr1169	SYNGTS_1767	-	-	hypothetical protein	1936291	1937127	OF591
+	117	384436997	slr1170	SYNGTS_1768	-	-	hypothetical protein	1937246	1937599	OF592
+	169	384436998	slr1171	SYNGTS_1769	-	-	glutathione peroxidase	1937802	1938311	OF593
-	213	384436999	sll1089	SYNGTS_1770	-	-	hypothetical protein	1938682	1939323	OR1
-	512	384437000	sll1087	SYNGTS_1771	-	-	sodium-coupled permease	1939366	1940904	OR1
-	155	384437001	sll1086	SYNGTS_1772	-	-	hypothetical protein	1941051	1941518	OR1
+	463	384437002	slr1173	SYNGTS_1773	-	-	hypothetical protein	1941740	1943131	OF594
+	58	384437003	ssr1951	SYNGTS_1774	-	-	hypothetical protein	1943162	1943338	OF594
+	262	384437004	slr1174	SYNGTS_1775	-	-	hypothetical protein	1943403	1944191	OF594
-	553	384437005	glpD	SYNGTS_1776	-	-	glycerol-3-phosphate dehydrogenase	1944335	1945996	OR1
-	499	384437006	otsA	SYNGTS_1777	-	-	alpha,alpha-trehalose-phosphate synthase	1946142	1947641	OR1
+	885	384437007	slr1670	SYNGTS_1778	-	-	hypothetical protein	1948430	1951087	OF595
+	495	384437008	glpK	SYNGTS_1779	-	-	glycerol kinase	1951140	1952627	OF596
+	274	384437009	spoU	SYNGTS_1780	-	-	rRNA methylase	1952608	1953432	OF596
+	116	384437010	slr1674	SYNGTS_1781	-	-	hypothetical protein	1953538	1953888	OF596
+	113	384437011	hypA	SYNGTS_1782	-	-	hydrogenase expression/formation protein HypA	1954038	1954379	OF597
+	163	384437012	slr1676	SYNGTS_1783	-	-	hypothetical protein	1954507	1954998	OF598
+	408	384437013	slr1677	SYNGTS_1784	-	-	hypothetical protein	1955077	1956303	OF599
+	124	384437014	rpl21	SYNGTS_1785	-	-	50S ribosomal protein L21	1956575	1956949	OF600
+	87	384437015	rpl27	SYNGTS_1786	-	-	50S ribosomal protein L27	1957057	1957320	OF601
+	247	384437016	slr1679	SYNGTS_1787	-	-	hypothetical protein	1957399	1958142	OF602
-	547	384437017	leuA	SYNGTS_1788	-	-	alpha-isopropylmalate synthase	1958253	1959896	OR1
+	53	384437018	ssr2802	SYNGTS_1789	-	-	ABC transporter	1960256	1960417	OF603
+	83	384437019	ssr2803	SYNGTS_1790	-	-	hypothetical protein	1960442	1960693	OF603
+	59	384437020	ssr2806	SYNGTS_1791	-	-	hypothetical protein	1961183	1961362	OF603
-	939	384437021	sll1563	SYNGTS_1792	-	-	hypothetical protein	1961522	1964341	OR1
-	154	384437022	sll1562	SYNGTS_1793	-	-	hypothetical protein	1964302	1964766	OR1
-	990	384437023	putA	SYNGTS_1794	-	-	delta-1-pyrroline-5-carboxylate dehydrogenase	1964963	1967935	OR1
+	320	384437024	slr1681	SYNGTS_1795	-	-	hypothetical protein	1968285	1969247	OF604
+	135	384437025	slr1682	SYNGTS_1796	-	-	transposase	1969398	1969805	OF605
-	338	384437026	sll1560	SYNGTS_1797	-	-	transposase	1969769	1970785	OR1
+	131	384437027	slr1683	SYNGTS_1798	-	-	transposase	1970971	1971366	OF606
+	150	384437028	slr1684	SYNGTS_1799	-	-	transposase	1971426	1971878	OF607
-	384	384437029	sll1559	SYNGTS_1800	-	-	hydrogenase small subunit	1972428	1973582	OR1
+	141	384437030	slr1686	SYNGTS_1801	-	-	hypothetical protein	1973873	1974298	OF608
-	99	384437031	ssl3044	SYNGTS_1802	-	-	hydrogenase subunit	1974392	1974691	OR1
+	233	384437032	slr1687	SYNGTS_1803	-	-	hypothetical protein	1974836	1975537	OF609
-	388	384437033	sll1558	SYNGTS_1804	-	-	mannose-1-phosphate guanyltransferase	1975616	1976782	OR1
-	302	384437034	sucD	SYNGTS_1805	-	-	succinyl-CoA synthase subunit beta	1976948	1977856	OR1
-	349	384437035	sll1556	SYNGTS_1806	-	-	hypothetical protein	1977961	1979010	OR1
-	368	384437036	sll1555	SYNGTS_1807	-	-	hybrid sensory kinase Hik42	1979182	1980288	OR1
+	74	384437037	psaE	SYNGTS_1808	-	-	photosystem I subunit IV	1980866	1981090	OF610
+	287	384437038	mutM	SYNGTS_1809	-	-	formamidopyrimidine-DNA glycosylase	1981125	1981988	OF610
+	261	384437039	slr1690	SYNGTS_1810	-	-	hypothetical protein	1981964	1982749	OF610
+	558	384437040	nadE	SYNGTS_1811	-	-	NH(3)-dependent NAD(+) synthetase	1982799	1984475	OF610
+	332	384437041	slr1692	SYNGTS_1812	-	-	hypothetical protein	1984691	1985689	OF610
+	380	384437042	slr1693	SYNGTS_1813	-	-	PatA subfamily protein PixE/Rre24	1985917	1987059	OF611
+	150	384437043	slr1694	SYNGTS_1814	-	-	activator of photopigment and puc expression	1987202	1987654	OF612
-	810	384437044	pheT	SYNGTS_1815	-	-	phenylalanyl-tRNA synthetase	1987651	1990083	OR1
+	574	384437045	pknA	SYNGTS_1816	-	-	eukaryotic protein kinase	1990367	1992091	OF613
-	222	384437046	sll0921	SYNGTS_1817	-	-	NarL subfamily protein Ssp1/Rre25	1992194	1992862	OR1
-	1034	384437047	ppc	SYNGTS_1818	-	-	phosphoenolpyruvate carboxylase	1992964	1996068	OR1
-	97	384437048	ssl1762	SYNGTS_1819	-	-	hypothetical protein	1996314	1996607	OR1
+	152	384437049	slr0935	SYNGTS_1820	-	-	hypothetical protein	1996810	1997268	OF614
+	295	384437050	nadC	SYNGTS_1821	-	-	nicotinate-nucleotide pyrophosphorylase	1997277	1998164	OF614
+	417	384437051	slr0937	SYNGTS_1822	-	-	hypothetical protein	1998294	1999547	OF614
+	459	384437052	slr0938	SYNGTS_1823	-	-	hypothetical protein	1999632	2001011	OF615
-	217	384437053	cbiC	SYNGTS_1824	-	-	precorrin isomerase	2001058	2001711	OR1
-	524	384437054	pqqE	SYNGTS_1825	-	-	protease	2001708	2003282	OR1
+	489	384437055	crtQ	SYNGTS_1826	-	-	zeta-carotene desaturase	2003443	2004912	OF616
+	147	384437056	slr0941	SYNGTS_1827	-	-	hypothetical protein	2004937	2005380	OF616
+	327	384437057	slr0942	SYNGTS_1828	-	-	aldehyde reductase	2005641	2006624	OF616
+	300	384437058	fda	SYNGTS_1829	-	-	fructose-bisphosphate aldolase	2006667	2007569	OF616
-	376	384437059	sll0914	SYNGTS_1830	-	-	hypothetical protein	2007691	2008821	OR1
+	383	384437060	slr0944	SYNGTS_1831	-	-	hypothetical protein	2009035	2010186	OF616
+	206	384437061	slr0945	SYNGTS_1832	-	-	hypothetical protein	2010338	2010958	OF617
+	131	384437062	arsC	SYNGTS_1833	-	-	arsenate reductase	2011048	2011443	OF618
+	234	384437063	rpaB	SYNGTS_1834	-	-	OmpR subfamily protein Ycf27/Rre26	2011598	2012302	OF619
+	215	384437064	slr0948	SYNGTS_1835	-	-	hypothetical protein	2012355	2013002	OF620
-	201	384437065	sll0913	SYNGTS_1836	-	-	hypothetical protein	2012999	2013604	OR1
-	636	384437066	sll0912	SYNGTS_1837	-	-	ABC transporter	2013725	2015635	OR1
+	286	384437067	natD	SYNGTS_1838	-	-	neutral amino acid transport system permease protein NatD	2015921	2016781	OF621
+	274	384437068	slr0950	SYNGTS_1839	-	-	hypothetical protein	2016781	2017605	OF621
-	128	384437069	sll0911	SYNGTS_1840	-	-	hypothetical protein	2017668	2018054	OR1
-	363	384437070	sll0910	SYNGTS_1841	-	-	hypothetical protein	2018070	2019161	OR1
-	228	384437071	sll0909	SYNGTS_1842	-	-	hypothetical protein	2019166	2019852	OR1
+	230	384437072	slr0951	SYNGTS_1843	-	-	hypothetical protein	2020069	2020761	OF621
+	347	384437073	fbp	SYNGTS_1844	-	-	fructose 1,6-bisphosphatase	2020845	2021888	OF622
+	244	384437074	slr0953	SYNGTS_1845	-	-	hypothetical protein	2022095	2022829	OF623
+	70	384437075	ssr1600	SYNGTS_1846	-	-	hypothetical protein	2023081	2023293	OF624
+	143	384437076	slr0954	SYNGTS_1847	-	-	hypothetical protein	2023366	2023797	OF625
+	384	384437077	slr0955	SYNGTS_1848	-	-	hypothetical protein	2023810	2024964	OF625
+	103	384437078	slr0957	SYNGTS_1849	-	-	hypothetical protein	2025044	2025355	OF625
+	483	384437079	cysS	SYNGTS_1850	-	-	cysteinyl-tRNA synthetase	2025492	2026943	OF626
-	195	384437080	maf	SYNGTS_1851	-	-	putative septum formation protein	2026974	2027561	OR1
+	529	384437081	slr0959	SYNGTS_1852	-	-	hypothetical protein	2027649	2029238	OF627
+	146	384437082	slr0960	SYNGTS_1853	-	-	hypothetical protein	2029351	2029791	OF628
-	490	384437083	sll1541	SYNGTS_1854	-	-	putative carotenoid oxygenase	2029818	2031290	OR1
+	96	384437084	ssr2723	SYNGTS_1855	-	-	hypothetical protein	2031418	2031708	OF629
-	390	384437085	dpm1	SYNGTS_1856	-	-	dolichyl-phosphate-mannose synthase	2031768	2032940	OR1
+	169	384437086	ppa	SYNGTS_1857	-	-	inorganic pyrophosphatase	2033111	2033620	OF630
+	121	384437087	slr1623	SYNGTS_1858	-	-	hypothetical protein	2033884	2034249	OF631
+	458	384437088	slr1624	SYNGTS_1859	-	-	hypothetical protein	2034291	2035667	OF631
-	538	384437089	bgl	SYNGTS_1860	-	-	beta-glucosidase	2035728	2037344	OR1
-	139	384437090	sll1537	SYNGTS_1861	-	-	hypothetical protein	2037461	2037880	OR1
+	150	384437091	slr1626	SYNGTS_1862	-	-	hypothetical protein	2037895	2038347	OF631
+	206	384437092	slr1627	SYNGTS_1863	-	-	hypothetical protein	2038358	2038978	OF631
-	392	384437093	moeB	SYNGTS_1864	-	-	molybdopterin biosynthesis protein MoeB	2039097	2040275	OR1
+	134	384437094	slr1628	SYNGTS_1865	-	-	hypothetical protein	2040411	2040815	OF631
+	327	384437095	slr1629	SYNGTS_1866	-	-	hypothetical protein	2040816	2041799	OF631
-	243	384437096	rfbP	SYNGTS_1867	-	-	galactosyl-1-phosphate transferase	2041924	2042655	OR1
-	378	384437097	sll1534	SYNGTS_1868	-	-	hypothetical protein	2042755	2043891	OR1
-	428	384437098	pilT	SYNGTS_1869	-	-	twitching mobility protein	2043895	2045181	OR1
+	124	384437099	slr1634	SYNGTS_1870	-	-	hypothetical protein	2045778	2046152	OF631
-	211	384437100	sll1532	SYNGTS_1871	-	-	hypothetical protein	2046312	2046947	OR1
-	76	384437101	ssl2982	SYNGTS_1872	-	-	hypothetical protein	2046961	2047191	OR1
+	338	384437102	slr1635	SYNGTS_1873	-	-	transposase	2047314	2048330	OF632
+	206	384437103	slr1636	SYNGTS_1874	-	-	hypothetical protein	2048327	2048947	OF632
+	107	384437104	slr1638	SYNGTS_1875	-	-	hypothetical protein	2049313	2049636	OF632
+	154	384437105	smpB	SYNGTS_1876	-	-	small protein	2049765	2050229	OF633
-	608	384437106	sll1531	SYNGTS_1877	-	-	hypothetical protein	2050296	2052122	OR1
-	386	384437107	sll1530	SYNGTS_1878	-	-	hypothetical protein	2052136	2053296	OR1
-	996	384437108	sll1528	SYNGTS_1879	-	-	hypothetical protein	2053299	2056289	OR1
-	1168	384437109	sll1527	SYNGTS_1880	-	-	hypothetical protein	2056286	2059792	OR1
-	506	384437110	sll1526	SYNGTS_1881	-	-	hypothetical protein	2059918	2061438	OR1
+	872	384437111	clpB	SYNGTS_1882	-	-	ClpB protein	2061722	2064340	OF634
-	99	384437112	ssl2971	SYNGTS_1883	-	-	hypothetical protein	2064326	2064625	OR1
-	332	384437113	prk	SYNGTS_1884	-	-	phosphoribulokinase	2064818	2065816	OR1
+	413	384437114	petH	SYNGTS_1885	-	-	ferredoxin-NADP oxidoreductase	2066339	2067580	OF635
-	279	384437115	sll1524	SYNGTS_1886	-	-	hypothetical protein	2067672	2068511	OR1
+	290	384437116	slr1644	SYNGTS_1887	-	-	hypothetical protein	2068836	2069708	OF636
+	135	384437117	psbZ	SYNGTS_1888	-	-	photosystem II 11 kD protein	2069792	2070199	OF637
+	231	384437118	rnc	SYNGTS_1889	-	-	ribonuclease III	2070196	2070891	OF637
+	259	384437119	slr1647	SYNGTS_1890	-	-	hypothetical protein	2070925	2071704	OF637
+	480	384437120	slr1648	SYNGTS_1891	-	-	hypothetical protein	2071978	2073420	OF637
+	87	384437121	ssr2754	SYNGTS_1892	-	-	hypothetical protein	2073511	2073774	OF638
+	196	384437122	slr1649	SYNGTS_1893	-	-	hypothetical protein	2074198	2074788	OF639
-	179	384437123	pgsA	SYNGTS_1894	-	-	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	2074785	2075324	OR1
-	597	384437124	sll1521	SYNGTS_1895	-	-	hypothetical protein	2075364	2077157	OR1
-	584	384437125	recN	SYNGTS_1896	-	-	DNA repair protein	2077183	2078937	OR1
+	611	384437126	slr0442	SYNGTS_1897	-	-	hypothetical protein	2079702	2081537	OF640
-	350	384437127	sll0428	SYNGTS_1898	-	-	hypothetical protein	2081681	2082733	OR1
+	61	384437128	ssr0756	SYNGTS_1899	-	-	hypothetical protein	2083392	2083577	OF641
+	94	384437129	ssr0757	SYNGTS_1900	-	-	hypothetical protein	2083739	2084023	OF642
+	79	384437130	ssr0759	SYNGTS_1901	-	-	hypothetical protein	2084262	2084501	OF643
+	94	384437131	ssr0761	SYNGTS_1902	-	-	hypothetical protein	2084643	2084927	OF644
-	274	384437132	psbO	SYNGTS_1903	-	-	photosystem II manganese-stabilizing polypeptide	2085122	2085946	OR1
+	125	384437133	slr0443	SYNGTS_1904	-	-	hypothetical protein	2086173	2086550	OF645
-	120	384437134	sll0426	SYNGTS_1905	-	-	hypothetical protein	2086947	2087309	OR1
+	447	384437135	aroA	SYNGTS_1906	-	-	3-phosphoshikimate 1-carboxyvinyltransferase	2087497	2088840	OF646
-	534	384437136	sll0424	SYNGTS_1907	-	-	hypothetical protein	2088843	2090447	OR1
-	155	384437137	sll0423	SYNGTS_1908	-	-	hypothetical protein	2090528	2090995	OR1
-	312	384437138	sll0422	SYNGTS_1909	-	-	asparaginase	2091387	2092325	OR1
-	431	384437139	purB	SYNGTS_1910	-	-	adenylosuccinate lyase	2092446	2093741	OR1
+	210	384437140	slr0445	SYNGTS_1911	-	-	hypothetical protein	2093851	2094483	OF647
-	105	384437141	ureB	SYNGTS_1912	-	-	urease subunit beta	2094540	2094857	OR1
-	154	384437142	sll0419	SYNGTS_1913	-	-	hypothetical protein	2094893	2095357	OR1
-	318	384437143	sll0418	SYNGTS_1914	-	-	sterol-C-methyltransferase	2095435	2096391	OR1
+	319	384437144	dnaX	SYNGTS_1915	-	-	DNA polymerase III subunit	2096460	2097419	OF648
+	446	384437145	amiC	SYNGTS_1916	-	-	negative aliphatic amidase regulator	2097738	2099078	OF649
+	505	384437146	sms	SYNGTS_1917	-	-	sms protein	2099280	2100797	OF650
-	196	384437147	sll0274	SYNGTS_1918	-	-	hypothetical protein	2100794	2101384	OR1
-	540	384437148	sll0273	SYNGTS_1919	-	-	Na+/H+ exchanger	2101586	2103208	OR1
-	157	384437149	sll0272	SYNGTS_1920	-	-	hypothetical protein	2103256	2103729	OR1
-	221	384437150	nusB	SYNGTS_1921	-	-	N utilization substance protein B	2103760	2104425	OR1
+	610	384437151	slr0280	SYNGTS_1922	-	-	hypothetical protein	2104630	2106462	OF651
-	831	384437152	priA	SYNGTS_1923	-	-	primosomal protein N'	2106481	2108976	OR1
-	137	384437153	sll0269	SYNGTS_1924	-	-	hypothetical protein	2108983	2109396	OR1
-	135	384437154	sll0268	SYNGTS_1925	-	-	hypothetical protein	2109514	2109921	OR1
-	1578	384437155	sll0267	SYNGTS_1926	-	-	hypothetical protein	2109958	2114694	OR1
-	412	384437156	sll0266	SYNGTS_1927	-	-	hypothetical protein	2114900	2116138	OR1
-	301	384437157	sll0265	SYNGTS_1928	-	-	hypothetical protein	2116126	2117031	OR1
-	396	384437158	sll0264	SYNGTS_1929	-	-	hypothetical protein	2117015	2118205	OR1
-	239	384437159	sll0263	SYNGTS_1930	-	-	hypothetical protein	2118118	2118837	OR1
-	359	384437160	desD	SYNGTS_1931	-	-	delta-6 desaturase	2118884	2119963	OR1
-	568	384437161	sll0261	SYNGTS_1932	-	-	potassium channel	2120458	2122164	OR1
+	116	384437162	slr0284	SYNGTS_1933	-	-	hypothetical protein	2122463	2122813	OF652
+	225	384437163	slr0285	SYNGTS_1934	-	-	hypothetical protein	2123113	2123790	OF653
+	426	384437164	slr0286	SYNGTS_1935	-	-	hypothetical protein	2123783	2125063	OF653
-	448	384437165	sll0260	SYNGTS_1936	-	-	hemolysin	2125060	2126406	OR1
+	82	384437166	rps16	SYNGTS_1937	-	-	30S ribosomal protein S16	2126696	2126944	OF653
+	118	384437167	slr0287	SYNGTS_1938	-	-	hypothetical protein	2126985	2127341	OF653
+	724	384437168	glnN	SYNGTS_1939	-	-	glutamate--ammonia ligase	2127584	2129758	OF653
